colour	x	y	group	showSelectedlegendcolour	PANEL
#F8766D	62.3364634146342	1960	3	East Asia & Pacific (all income levels)	3
#F8766D	62.8772682926829	1961	3	East Asia & Pacific (all income levels)	3
#F8766D	63.4029756097561	1962	3	East Asia & Pacific (all income levels)	3
#F8766D	63.9135853658537	1963	3	East Asia & Pacific (all income levels)	3
#F8766D	64.4106097560976	1964	3	East Asia & Pacific (all income levels)	3
#F8766D	64.8935853658537	1965	3	East Asia & Pacific (all income levels)	3
#F8766D	65.362	1966	3	East Asia & Pacific (all income levels)	3
#F8766D	65.8169024390244	1967	3	East Asia & Pacific (all income levels)	3
#F8766D	66.2588048780488	1968	3	East Asia & Pacific (all income levels)	3
#F8766D	66.6882195121951	1969	3	East Asia & Pacific (all income levels)	3
#F8766D	67.1051463414634	1970	3	East Asia & Pacific (all income levels)	3
#F8766D	67.5096097560976	1971	3	East Asia & Pacific (all income levels)	3
#F8766D	67.9030975609756	1972	3	East Asia & Pacific (all income levels)	3
#F8766D	68.2850731707317	1973	3	East Asia & Pacific (all income levels)	3
#F8766D	68.6580731707317	1974	3	East Asia & Pacific (all income levels)	3
#F8766D	69.0215853658537	1975	3	East Asia & Pacific (all income levels)	3
#F8766D	69.3760975609756	1976	3	East Asia & Pacific (all income levels)	3
#F8766D	69.7221219512195	1977	3	East Asia & Pacific (all income levels)	3
#F8766D	70.0611463414634	1978	3	East Asia & Pacific (all income levels)	3
#F8766D	70.3926829268293	1979	3	East Asia & Pacific (all income levels)	3
#F8766D	70.7172195121951	1980	3	East Asia & Pacific (all income levels)	3
#F8766D	71.035756097561	1981	3	East Asia & Pacific (all income levels)	3
#F8766D	71.3482926829268	1982	3	East Asia & Pacific (all income levels)	3
#F8766D	71.6538292682927	1983	3	East Asia & Pacific (all income levels)	3
#F8766D	71.9543658536585	1984	3	East Asia & Pacific (all income levels)	3
#F8766D	72.2489024390244	1985	3	East Asia & Pacific (all income levels)	3
#F8766D	72.5384390243903	1986	3	East Asia & Pacific (all income levels)	3
#F8766D	72.8234878048781	1987	3	East Asia & Pacific (all income levels)	3
#F8766D	73.1040487804878	1988	3	East Asia & Pacific (all income levels)	3
#F8766D	73.3810975609756	1989	3	East Asia & Pacific (all income levels)	3
#F8766D	73.6536585365854	1990	3	East Asia & Pacific (all income levels)	3
#F8766D	73.9232195121951	1991	3	East Asia & Pacific (all income levels)	3
#F8766D	74.1887804878049	1992	3	East Asia & Pacific (all income levels)	3
#F8766D	74.4508292682927	1993	3	East Asia & Pacific (all income levels)	3
#F8766D	74.7098780487805	1994	3	East Asia & Pacific (all income levels)	3
#F8766D	74.9674146341464	1995	3	East Asia & Pacific (all income levels)	3
#F8766D	75.2239268292683	1996	3	East Asia & Pacific (all income levels)	3
#F8766D	75.4809024390244	1997	3	East Asia & Pacific (all income levels)	3
#F8766D	75.7363658536586	1998	3	East Asia & Pacific (all income levels)	3
#F8766D	75.9883414634146	1999	3	East Asia & Pacific (all income levels)	3
#F8766D	76.2323414634146	2000	3	East Asia & Pacific (all income levels)	3
#F8766D	76.4649024390244	2001	3	East Asia & Pacific (all income levels)	3
#F8766D	76.6810487804878	2002	3	East Asia & Pacific (all income levels)	3
#F8766D	76.8808048780488	2003	3	East Asia & Pacific (all income levels)	3
#F8766D	77.0626341463415	2004	3	East Asia & Pacific (all income levels)	3
#F8766D	77.2285853658537	2005	3	East Asia & Pacific (all income levels)	3
#F8766D	77.3806097560976	2006	3	East Asia & Pacific (all income levels)	3
#F8766D	77.5241951219512	2007	3	East Asia & Pacific (all income levels)	3
#F8766D	77.6622926829268	2008	3	East Asia & Pacific (all income levels)	3
#F8766D	77.7979268292683	2009	3	East Asia & Pacific (all income levels)	3
#F8766D	77.9320243902439	2010	3	East Asia & Pacific (all income levels)	3
#F8766D	78.0651219512195	2011	3	East Asia & Pacific (all income levels)	3
#F8766D	32.8409024390244	1977	5	East Asia & Pacific (all income levels)	3
#F8766D	32.9853414634146	1976	5	East Asia & Pacific (all income levels)	3
#F8766D	33.7899024390244	1978	5	East Asia & Pacific (all income levels)	3
#F8766D	34.1257317073171	1975	5	East Asia & Pacific (all income levels)	3
#F8766D	35.7894146341463	1979	5	East Asia & Pacific (all income levels)	3
#F8766D	36.0111951219512	1974	5	East Asia & Pacific (all income levels)	3
#F8766D	38.2119268292683	1973	5	East Asia & Pacific (all income levels)	3
#F8766D	38.6240731707317	1980	5	East Asia & Pacific (all income levels)	3
#F8766D	40.3466097560976	1972	5	East Asia & Pacific (all income levels)	3
#F8766D	41.9405853658537	1981	5	East Asia & Pacific (all income levels)	3
#F8766D	42.2078536585366	1971	5	East Asia & Pacific (all income levels)	3
#F8766D	42.4041463414634	1960	5	East Asia & Pacific (all income levels)	3
#F8766D	42.8949024390244	1961	5	East Asia & Pacific (all income levels)	3
#F8766D	43.4316829268293	1962	5	East Asia & Pacific (all income levels)	3
#F8766D	43.6327073170732	1970	5	East Asia & Pacific (all income levels)	3
#F8766D	43.990512195122	1963	5	East Asia & Pacific (all income levels)	3
#F8766D	44.5283902439024	1964	5	East Asia & Pacific (all income levels)	3
#F8766D	44.5562195121951	1969	5	East Asia & Pacific (all income levels)	3
#F8766D	44.9758536585366	1965	5	East Asia & Pacific (all income levels)	3
#F8766D	45.0818536585366	1968	5	East Asia & Pacific (all income levels)	3
#F8766D	45.2554146341463	1966	5	East Asia & Pacific (all income levels)	3
#F8766D	45.2767317073171	1982	5	East Asia & Pacific (all income levels)	3
#F8766D	45.3065853658537	1967	5	East Asia & Pacific (all income levels)	3
#F8766D	48.2511951219512	1983	5	East Asia & Pacific (all income levels)	3
#F8766D	50.6716097560976	1984	5	East Asia & Pacific (all income levels)	3
#F8766D	52.4350243902439	1985	5	East Asia & Pacific (all income levels)	3
#F8766D	53.5709024390244	1986	5	East Asia & Pacific (all income levels)	3
#F8766D	54.2961463414634	1987	5	East Asia & Pacific (all income levels)	3
#F8766D	54.7996341463415	1988	5	East Asia & Pacific (all income levels)	3
#F8766D	55.1478536585366	1989	5	East Asia & Pacific (all income levels)	3
#F8766D	55.3972926829268	1990	5	East Asia & Pacific (all income levels)	3
#F8766D	55.5814634146342	1991	5	East Asia & Pacific (all income levels)	3
#F8766D	55.7143902439024	1992	5	East Asia & Pacific (all income levels)	3
#F8766D	55.8160487804878	1993	5	East Asia & Pacific (all income levels)	3
#F8766D	55.9238536585366	1994	5	East Asia & Pacific (all income levels)	3
#F8766D	56.0652682926829	1995	5	East Asia & Pacific (all income levels)	3
#F8766D	56.2572682926829	1996	5	East Asia & Pacific (all income levels)	3
#F8766D	56.4922682926829	1997	5	East Asia & Pacific (all income levels)	3
#F8766D	56.7671463414634	1998	5	East Asia & Pacific (all income levels)	3
#F8766D	57.0888292682927	1999	5	East Asia & Pacific (all income levels)	3
#F8766D	57.4641463414634	2000	5	East Asia & Pacific (all income levels)	3
#F8766D	57.8964634146341	2001	5	East Asia & Pacific (all income levels)	3
#F8766D	58.3752195121951	2002	5	East Asia & Pacific (all income levels)	3
#F8766D	58.8894390243903	2003	5	East Asia & Pacific (all income levels)	3
#F8766D	59.4286341463415	2004	5	East Asia & Pacific (all income levels)	3
#F8766D	59.9793902439024	2005	5	East Asia & Pacific (all income levels)	3
#F8766D	60.5283170731707	2006	5	East Asia & Pacific (all income levels)	3
#F8766D	61.0645853658537	2007	5	East Asia & Pacific (all income levels)	3
#F8766D	61.5808536585366	2008	5	East Asia & Pacific (all income levels)	3
#F8766D	62.0721951219512	2009	5	East Asia & Pacific (all income levels)	3
#F8766D	62.5362195121951	2010	5	East Asia & Pacific (all income levels)	3
#F8766D	62.9774146341463	2011	5	East Asia & Pacific (all income levels)	3
#F8766D	43.4578780487805	1960	7	East Asia & Pacific (all income levels)	3
#F8766D	43.7722926829268	1961	7	East Asia & Pacific (all income levels)	3
#F8766D	44.7041951219512	1962	7	East Asia & Pacific (all income levels)	3
#F8766D	46.323512195122	1963	7	East Asia & Pacific (all income levels)	3
#F8766D	48.5743902439025	1964	7	East Asia & Pacific (all income levels)	3
#F8766D	51.2869268292683	1965	7	East Asia & Pacific (all income levels)	3
#F8766D	54.2011219512195	1966	7	East Asia & Pacific (all income levels)	3
#F8766D	57.0098780487805	1967	7	East Asia & Pacific (all income levels)	3
#F8766D	59.4668536585366	1968	7	East Asia & Pacific (all income levels)	3
#F8766D	61.4486585365854	1969	7	East Asia & Pacific (all income levels)	3
#F8766D	62.902243902439	1970	7	East Asia & Pacific (all income levels)	3
#F8766D	63.8667317073171	1971	7	East Asia & Pacific (all income levels)	3
#F8766D	64.5144390243902	1972	7	East Asia & Pacific (all income levels)	3
#F8766D	64.9957804878049	1973	7	East Asia & Pacific (all income levels)	3
#F8766D	65.3712682926829	1974	7	East Asia & Pacific (all income levels)	3
#F8766D	65.6915609756098	1975	7	East Asia & Pacific (all income levels)	3
#F8766D	65.9844390243903	1976	7	East Asia & Pacific (all income levels)	3
#F8766D	66.2510731707317	1977	7	East Asia & Pacific (all income levels)	3
#F8766D	66.4958048780488	1978	7	East Asia & Pacific (all income levels)	3
#F8766D	66.7389268292683	1979	7	East Asia & Pacific (all income levels)	3
#F8766D	66.9938048780488	1980	7	East Asia & Pacific (all income levels)	3
#F8766D	67.2629268292683	1981	7	East Asia & Pacific (all income levels)	3
#F8766D	67.5349024390244	1982	7	East Asia & Pacific (all income levels)	3
#F8766D	67.7998536585366	1983	7	East Asia & Pacific (all income levels)	3
#F8766D	68.0592682926829	1984	7	East Asia & Pacific (all income levels)	3
#F8766D	68.3131463414634	1985	7	East Asia & Pacific (all income levels)	3
#F8766D	68.5594878048781	1986	7	East Asia & Pacific (all income levels)	3
#F8766D	68.7973170731707	1987	7	East Asia & Pacific (all income levels)	3
#F8766D	69.0271219512195	1988	7	East Asia & Pacific (all income levels)	3
#F8766D	69.2469268292683	1989	7	East Asia & Pacific (all income levels)	3
#F8766D	69.4597317073171	1990	7	East Asia & Pacific (all income levels)	3
#F8766D	69.6640243902439	1991	7	East Asia & Pacific (all income levels)	3
#F8766D	69.8618292682927	1992	7	East Asia & Pacific (all income levels)	3
#F8766D	70.0546341463415	1993	7	East Asia & Pacific (all income levels)	3
#F8766D	70.2429268292683	1994	7	East Asia & Pacific (all income levels)	3
#F8766D	70.4247317073171	1995	7	East Asia & Pacific (all income levels)	3
#F8766D	70.5990243902439	1996	7	East Asia & Pacific (all income levels)	3
#F8766D	70.7663170731707	1997	7	East Asia & Pacific (all income levels)	3
#F8766D	70.9270975609756	1998	7	East Asia & Pacific (all income levels)	3
#F8766D	71.0833902439025	1999	7	East Asia & Pacific (all income levels)	3
#F8766D	71.2417073170732	2000	7	East Asia & Pacific (all income levels)	3
#F8766D	71.4055365853659	2001	7	East Asia & Pacific (all income levels)	3
#F8766D	71.5794390243902	2002	7	East Asia & Pacific (all income levels)	3
#F8766D	71.7648780487805	2003	7	East Asia & Pacific (all income levels)	3
#F8766D	71.9623414634146	2004	7	East Asia & Pacific (all income levels)	3
#F8766D	72.1713170731707	2005	7	East Asia & Pacific (all income levels)	3
#F8766D	72.3897317073171	2006	7	East Asia & Pacific (all income levels)	3
#F8766D	72.6125853658537	2007	7	East Asia & Pacific (all income levels)	3
#F8766D	72.8353414634146	2008	7	East Asia & Pacific (all income levels)	3
#F8766D	73.056512195122	2009	7	East Asia & Pacific (all income levels)	3
#F8766D	73.2730975609756	2010	7	East Asia & Pacific (all income levels)	3
#F8766D	73.4856341463415	2011	7	East Asia & Pacific (all income levels)	3
#F8766D	55.9504146341463	1960	9	East Asia & Pacific (all income levels)	3
#F8766D	56.3856341463415	1961	9	East Asia & Pacific (all income levels)	3
#F8766D	56.8113658536585	1962	9	East Asia & Pacific (all income levels)	3
#F8766D	57.2270975609756	1963	9	East Asia & Pacific (all income levels)	3
#F8766D	57.6333170731707	1964	9	East Asia & Pacific (all income levels)	3
#F8766D	58.0315365853659	1965	9	East Asia & Pacific (all income levels)	3
#F8766D	58.4217317073171	1966	9	East Asia & Pacific (all income levels)	3
#F8766D	58.8039024390244	1967	9	East Asia & Pacific (all income levels)	3
#F8766D	59.1775365853659	1968	9	East Asia & Pacific (all income levels)	3
#F8766D	59.5436585365854	1969	9	East Asia & Pacific (all income levels)	3
#F8766D	59.900756097561	1970	9	East Asia & Pacific (all income levels)	3
#F8766D	60.2468536585366	1971	9	East Asia & Pacific (all income levels)	3
#F8766D	60.5824634146342	1972	9	East Asia & Pacific (all income levels)	3
#F8766D	60.9075609756098	1973	9	East Asia & Pacific (all income levels)	3
#F8766D	61.2226341463415	1974	9	East Asia & Pacific (all income levels)	3
#F8766D	61.5300975609756	1975	9	East Asia & Pacific (all income levels)	3
#F8766D	61.8309268292683	1976	9	East Asia & Pacific (all income levels)	3
#F8766D	62.1290487804878	1977	9	East Asia & Pacific (all income levels)	3
#F8766D	62.4244634146341	1978	9	East Asia & Pacific (all income levels)	3
#F8766D	62.7176585365854	1979	9	East Asia & Pacific (all income levels)	3
#F8766D	63.0091463414634	1980	9	East Asia & Pacific (all income levels)	3
#F8766D	63.2964634146341	1981	9	East Asia & Pacific (all income levels)	3
#F8766D	63.5786829268293	1982	9	East Asia & Pacific (all income levels)	3
#F8766D	63.8533414634146	1983	9	East Asia & Pacific (all income levels)	3
#F8766D	64.1199756097561	1984	9	East Asia & Pacific (all income levels)	3
#F8766D	64.3790975609756	1985	9	East Asia & Pacific (all income levels)	3
#F8766D	64.6297073170732	1986	9	East Asia & Pacific (all income levels)	3
#F8766D	64.8732926829268	1987	9	East Asia & Pacific (all income levels)	3
#F8766D	65.1113414634146	1988	9	East Asia & Pacific (all income levels)	3
#F8766D	65.3438536585366	1989	9	East Asia & Pacific (all income levels)	3
#F8766D	65.5708536585366	1990	9	East Asia & Pacific (all income levels)	3
#F8766D	65.7933170731707	1991	9	East Asia & Pacific (all income levels)	3
#F8766D	66.011243902439	1992	9	East Asia & Pacific (all income levels)	3
#F8766D	66.2241463414634	1993	9	East Asia & Pacific (all income levels)	3
#F8766D	66.4335365853659	1994	9	East Asia & Pacific (all income levels)	3
#F8766D	66.6389024390244	1995	9	East Asia & Pacific (all income levels)	3
#F8766D	66.840243902439	1996	9	East Asia & Pacific (all income levels)	3
#F8766D	67.0375609756098	1997	9	East Asia & Pacific (all income levels)	3
#F8766D	67.2308536585366	1998	9	East Asia & Pacific (all income levels)	3
#F8766D	67.4201219512195	1999	9	East Asia & Pacific (all income levels)	3
#F8766D	67.6073170731707	2000	9	East Asia & Pacific (all income levels)	3
#F8766D	67.7929024390244	2001	9	East Asia & Pacific (all income levels)	3
#F8766D	67.9773658536586	2002	9	East Asia & Pacific (all income levels)	3
#F8766D	68.1602682926829	2003	9	East Asia & Pacific (all income levels)	3
#F8766D	68.3406585365854	2004	9	East Asia & Pacific (all income levels)	3
#F8766D	68.515243902439	2005	9	East Asia & Pacific (all income levels)	3
#F8766D	68.6791951219512	2006	9	East Asia & Pacific (all income levels)	3
#F8766D	68.8316341463415	2007	9	East Asia & Pacific (all income levels)	3
#F8766D	68.9715853658537	2008	9	East Asia & Pacific (all income levels)	3
#F8766D	69.1020243902439	2009	9	East Asia & Pacific (all income levels)	3
#F8766D	69.2258292682927	2010	9	East Asia & Pacific (all income levels)	3
#F8766D	69.3493170731707	2011	9	East Asia & Pacific (all income levels)	3
#F8766D	56.3299024390244	1960	11	East Asia & Pacific (all income levels)	3
#F8766D	56.7528780487805	1961	11	East Asia & Pacific (all income levels)	3
#F8766D	57.1358292682927	1962	11	East Asia & Pacific (all income levels)	3
#F8766D	57.5097073170732	1963	11	East Asia & Pacific (all income levels)	3
#F8766D	57.8945365853659	1964	11	East Asia & Pacific (all income levels)	3
#F8766D	58.2984146341463	1965	11	East Asia & Pacific (all income levels)	3
#F8766D	58.7184634146342	1966	11	East Asia & Pacific (all income levels)	3
#F8766D	59.1347804878049	1967	11	East Asia & Pacific (all income levels)	3
#F8766D	59.5324146341463	1968	11	East Asia & Pacific (all income levels)	3
#F8766D	59.9102926829268	1969	11	East Asia & Pacific (all income levels)	3
#F8766D	60.2612926829268	1970	11	East Asia & Pacific (all income levels)	3
#F8766D	60.5771951219512	1971	11	East Asia & Pacific (all income levels)	3
#F8766D	60.8628292682927	1972	11	East Asia & Pacific (all income levels)	3
#F8766D	61.1305853658537	1973	11	East Asia & Pacific (all income levels)	3
#F8766D	61.3984146341463	1974	11	East Asia & Pacific (all income levels)	3
#F8766D	61.7008536585366	1975	11	East Asia & Pacific (all income levels)	3
#F8766D	62.078512195122	1976	11	East Asia & Pacific (all income levels)	3
#F8766D	62.5510487804878	1977	11	East Asia & Pacific (all income levels)	3
#F8766D	63.1216341463415	1978	11	East Asia & Pacific (all income levels)	3
#F8766D	63.7818292682927	1979	11	East Asia & Pacific (all income levels)	3
#F8766D	64.4997073170732	1980	11	East Asia & Pacific (all income levels)	3
#F8766D	65.2317804878049	1981	11	East Asia & Pacific (all income levels)	3
#F8766D	65.93	1982	11	East Asia & Pacific (all income levels)	3
#F8766D	66.5583414634146	1983	11	East Asia & Pacific (all income levels)	3
#F8766D	67.1023414634146	1984	11	East Asia & Pacific (all income levels)	3
#F8766D	67.5615365853659	1985	11	East Asia & Pacific (all income levels)	3
#F8766D	67.9504634146342	1986	11	East Asia & Pacific (all income levels)	3
#F8766D	68.3041219512195	1987	11	East Asia & Pacific (all income levels)	3
#F8766D	68.6475121951219	1988	11	East Asia & Pacific (all income levels)	3
#F8766D	68.9900731707317	1989	11	East Asia & Pacific (all income levels)	3
#F8766D	69.3337804878049	1990	11	East Asia & Pacific (all income levels)	3
#F8766D	69.6715365853659	1991	11	East Asia & Pacific (all income levels)	3
#F8766D	69.9952682926829	1992	11	East Asia & Pacific (all income levels)	3
#F8766D	70.2994390243903	1993	11	East Asia & Pacific (all income levels)	3
#F8766D	70.5870243902439	1994	11	East Asia & Pacific (all income levels)	3
#F8766D	70.867512195122	1995	11	East Asia & Pacific (all income levels)	3
#F8766D	71.1503902439024	1996	11	East Asia & Pacific (all income levels)	3
#F8766D	71.444756097561	1997	11	East Asia & Pacific (all income levels)	3
#F8766D	71.7561219512195	1998	11	East Asia & Pacific (all income levels)	3
#F8766D	72.0825365853659	1999	11	East Asia & Pacific (all income levels)	3
#F8766D	72.4210731707317	2000	11	East Asia & Pacific (all income levels)	3
#F8766D	72.7642926829268	2001	11	East Asia & Pacific (all income levels)	3
#F8766D	73.1012195121951	2002	11	East Asia & Pacific (all income levels)	3
#F8766D	73.4222926829268	2003	11	East Asia & Pacific (all income levels)	3
#F8766D	73.722512195122	2004	11	East Asia & Pacific (all income levels)	3
#F8766D	73.998756097561	2005	11	East Asia & Pacific (all income levels)	3
#F8766D	74.2494146341463	2006	11	East Asia & Pacific (all income levels)	3
#F8766D	74.4788780487805	2007	11	East Asia & Pacific (all income levels)	3
#F8766D	74.6910975609756	2008	11	East Asia & Pacific (all income levels)	3
#F8766D	74.8895853658537	2009	11	East Asia & Pacific (all income levels)	3
#F8766D	75.0768780487805	2010	11	East Asia & Pacific (all income levels)	3
#F8766D	75.2560731707317	2011	11	East Asia & Pacific (all income levels)	3
#F8766D	61.2263414634146	1960	13	East Asia & Pacific (all income levels)	3
#F8766D	61.7252926829268	1961	13	East Asia & Pacific (all income levels)	3
#F8766D	62.2191951219512	1962	13	East Asia & Pacific (all income levels)	3
#F8766D	62.707	1963	13	East Asia & Pacific (all income levels)	3
#F8766D	63.186243902439	1964	13	East Asia & Pacific (all income levels)	3
#F8766D	63.6574146341463	1965	13	East Asia & Pacific (all income levels)	3
#F8766D	64.1190243902439	1966	13	East Asia & Pacific (all income levels)	3
#F8766D	64.5715853658537	1967	13	East Asia & Pacific (all income levels)	3
#F8766D	65.0141463414634	1968	13	East Asia & Pacific (all income levels)	3
#F8766D	65.4467073170732	1969	13	East Asia & Pacific (all income levels)	3
#F8766D	65.8673170731708	1970	13	East Asia & Pacific (all income levels)	3
#F8766D	66.2754878048781	1971	13	East Asia & Pacific (all income levels)	3
#F8766D	66.6707317073171	1972	13	East Asia & Pacific (all income levels)	3
#F8766D	67.0530487804878	1973	13	East Asia & Pacific (all income levels)	3
#F8766D	67.4224390243903	1974	13	East Asia & Pacific (all income levels)	3
#F8766D	67.7789024390244	1975	13	East Asia & Pacific (all income levels)	3
#F8766D	68.1224146341463	1976	13	East Asia & Pacific (all income levels)	3
#F8766D	68.4544390243902	1977	13	East Asia & Pacific (all income levels)	3
#F8766D	68.7754878048781	1978	13	East Asia & Pacific (all income levels)	3
#F8766D	69.087512195122	1979	13	East Asia & Pacific (all income levels)	3
#F8766D	69.3905365853659	1980	13	East Asia & Pacific (all income levels)	3
#F8766D	69.6865365853659	1981	13	East Asia & Pacific (all income levels)	3
#F8766D	69.9755365853659	1982	13	East Asia & Pacific (all income levels)	3
#F8766D	70.2585365853659	1983	13	East Asia & Pacific (all income levels)	3
#F8766D	70.5355365853659	1984	13	East Asia & Pacific (all income levels)	3
#F8766D	70.8075365853659	1985	13	East Asia & Pacific (all income levels)	3
#F8766D	71.0755365853659	1986	13	East Asia & Pacific (all income levels)	3
#F8766D	71.3375365853659	1987	13	East Asia & Pacific (all income levels)	3
#F8766D	71.5935365853659	1988	13	East Asia & Pacific (all income levels)	3
#F8766D	71.8435365853659	1989	13	East Asia & Pacific (all income levels)	3
#F8766D	72.0855365853659	1990	13	East Asia & Pacific (all income levels)	3
#F8766D	72.3200487804878	1991	13	East Asia & Pacific (all income levels)	3
#F8766D	72.5460487804878	1992	13	East Asia & Pacific (all income levels)	3
#F8766D	72.7625609756098	1993	13	East Asia & Pacific (all income levels)	3
#F8766D	72.9715609756098	1994	13	East Asia & Pacific (all income levels)	3
#F8766D	73.1750731707317	1995	13	East Asia & Pacific (all income levels)	3
#F8766D	73.3745609756098	1996	13	East Asia & Pacific (all income levels)	3
#F8766D	73.5725365853659	1997	13	East Asia & Pacific (all income levels)	3
#F8766D	73.77	1998	13	East Asia & Pacific (all income levels)	3
#F8766D	73.9679512195122	1999	13	East Asia & Pacific (all income levels)	3
#F8766D	74.1653902439025	2000	13	East Asia & Pacific (all income levels)	3
#F8766D	74.3608048780488	2001	13	East Asia & Pacific (all income levels)	3
#F8766D	74.5532195121951	2002	13	East Asia & Pacific (all income levels)	3
#F8766D	74.7411219512195	2003	13	East Asia & Pacific (all income levels)	3
#F8766D	74.9240487804878	2004	13	East Asia & Pacific (all income levels)	3
#F8766D	75.1039512195122	2005	13	East Asia & Pacific (all income levels)	3
#F8766D	75.2823902439024	2006	13	East Asia & Pacific (all income levels)	3
#F8766D	75.4598292682927	2007	13	East Asia & Pacific (all income levels)	3
#F8766D	75.6378048780488	2008	13	East Asia & Pacific (all income levels)	3
#F8766D	75.8167804878049	2009	13	East Asia & Pacific (all income levels)	3
#F8766D	75.9942682926829	2010	13	East Asia & Pacific (all income levels)	3
#F8766D	76.1687804878049	2011	13	East Asia & Pacific (all income levels)	3
#F8766D	66.9997073170732	1960	15	East Asia & Pacific (all income levels)	3
#F8766D	67.5793658536585	1961	15	East Asia & Pacific (all income levels)	3
#F8766D	68.1300975609756	1962	15	East Asia & Pacific (all income levels)	3
#F8766D	68.6434390243903	1963	15	East Asia & Pacific (all income levels)	3
#F8766D	69.1183658536585	1964	15	East Asia & Pacific (all income levels)	3
#F8766D	69.5553902439024	1965	15	East Asia & Pacific (all income levels)	3
#F8766D	69.9614878048781	1966	15	East Asia & Pacific (all income levels)	3
#F8766D	70.3466097560976	1967	15	East Asia & Pacific (all income levels)	3
#F8766D	70.720243902439	1968	15	East Asia & Pacific (all income levels)	3
#F8766D	71.0878536585366	1969	15	East Asia & Pacific (all income levels)	3
#F8766D	71.4524390243903	1970	15	East Asia & Pacific (all income levels)	3
#F8766D	71.4560975609756	1972	15	East Asia & Pacific (all income levels)	3
#F8766D	71.4585365853659	1971	15	East Asia & Pacific (all income levels)	3
