colour	x	y	group	showSelectedlegendcolour
#F8766D	993885000	2.589	7	East Asia & Pacific (all income levels)
#F8766D	1008630000	2.586	7	East Asia & Pacific (all income levels)
#F8766D	1023310000	2.602	7	East Asia & Pacific (all income levels)
#F8766D	1036825000	2.625	7	East Asia & Pacific (all income levels)
#F8766D	1051040000	2.639	7	East Asia & Pacific (all income levels)
#F8766D	1066790000	2.629	7	East Asia & Pacific (all income levels)
#F8766D	1084035000	2.594	7	East Asia & Pacific (all income levels)
#F8766D	1101630000	2.532	7	East Asia & Pacific (all income levels)
#F8766D	1118650000	2.444	7	East Asia & Pacific (all income levels)
#F8766D	1135185000	2.336	7	East Asia & Pacific (all income levels)
#F8766D	1150780000	2.219	7	East Asia & Pacific (all income levels)
#F8766D	1164970000	2.106	7	East Asia & Pacific (all income levels)
#F8766D	1178440000	2.007	7	East Asia & Pacific (all income levels)
#F8766D	1191835000	1.927	7	East Asia & Pacific (all income levels)
#F8766D	1204855000	1.868	7	East Asia & Pacific (all income levels)
#F8766D	1217550000	1.828	7	East Asia & Pacific (all income levels)
#F8766D	1230075000	1.799	7	East Asia & Pacific (all income levels)
#F8766D	1241935000	1.776	7	East Asia & Pacific (all income levels)
#F8766D	1252735000	1.755	7	East Asia & Pacific (all income levels)
#F8766D	1262645000	1.737	7	East Asia & Pacific (all income levels)
#F8766D	1271850000	1.72	7	East Asia & Pacific (all income levels)
#F8766D	1280400000	1.705	7	East Asia & Pacific (all income levels)
#F8766D	1288400000	1.692	7	East Asia & Pacific (all income levels)
#F8766D	1296075000	1.68	7	East Asia & Pacific (all income levels)
#F8766D	1303720000	1.668	7	East Asia & Pacific (all income levels)
#F8766D	1311020000	1.656	7	East Asia & Pacific (all income levels)
#F8766D	1317885000	1.643	7	East Asia & Pacific (all income levels)
#F8766D	1324655000	1.629	7	East Asia & Pacific (all income levels)
#F8766D	1331260000	1.614	7	East Asia & Pacific (all income levels)
#F8766D	1337705000	1.598	7	East Asia & Pacific (all income levels)
#F8766D	1344130000	1.582	7	East Asia & Pacific (all income levels)
#F8766D	393383	6.461	9	East Asia & Pacific (all income levels)
#F8766D	407152	6.281	9	East Asia & Pacific (all income levels)
#F8766D	421576	6.085	9	East Asia & Pacific (all income levels)
#F8766D	436208	5.881	9	East Asia & Pacific (all income levels)
#F8766D	450452	5.676	9	East Asia & Pacific (all income levels)
#F8766D	463884	5.475	9	East Asia & Pacific (all income levels)
#F8766D	476329	5.278	9	East Asia & Pacific (all income levels)
#F8766D	487911	5.083	9	East Asia & Pacific (all income levels)
#F8766D	498887	4.892	9	East Asia & Pacific (all income levels)
#F8766D	509659	4.71	9	East Asia & Pacific (all income levels)
#F8766D	520529	4.543	9	East Asia & Pacific (all income levels)
#F8766D	531601	4.397	9	East Asia & Pacific (all income levels)
#F8766D	542811	4.275	9	East Asia & Pacific (all income levels)
#F8766D	554109	4.178	9	East Asia & Pacific (all income levels)
#F8766D	565386	4.106	9	East Asia & Pacific (all income levels)
#F8766D	576592	4.054	9	East Asia & Pacific (all income levels)
#F8766D	587522	4.018	9	East Asia & Pacific (all income levels)
#F8766D	598256	3.992	9	East Asia & Pacific (all income levels)
#F8766D	609344	3.968	9	East Asia & Pacific (all income levels)
#F8766D	621537	3.941	9	East Asia & Pacific (all income levels)
#F8766D	635256	3.907	9	East Asia & Pacific (all income levels)
#F8766D	650966	3.864	9	East Asia & Pacific (all income levels)
#F8766D	668219	3.813	9	East Asia & Pacific (all income levels)
#F8766D	685422	3.755	9	East Asia & Pacific (all income levels)
#F8766D	700394	3.693	9	East Asia & Pacific (all income levels)
#F8766D	711663	3.629	9	East Asia & Pacific (all income levels)
#F8766D	718493	3.568	9	East Asia & Pacific (all income levels)
#F8766D	721594	3.512	9	East Asia & Pacific (all income levels)
#F8766D	722707	3.465	9	East Asia & Pacific (all income levels)
#F8766D	724355	3.427	9	East Asia & Pacific (all income levels)
#F8766D	728339	3.398	9	East Asia & Pacific (all income levels)
#F8766D	735209	3.374	9	East Asia & Pacific (all income levels)
#F8766D	744340	3.352	9	East Asia & Pacific (all income levels)
#F8766D	754923	3.33	9	East Asia & Pacific (all income levels)
#F8766D	765664	3.305	9	East Asia & Pacific (all income levels)
#F8766D	775587	3.276	9	East Asia & Pacific (all income levels)
#F8766D	784647	3.244	9	East Asia & Pacific (all income levels)
#F8766D	793098	3.209	9	East Asia & Pacific (all income levels)
#F8766D	800616	3.171	9	East Asia & Pacific (all income levels)
#F8766D	806857	3.132	9	East Asia & Pacific (all income levels)
#F8766D	811647	3.09	9	East Asia & Pacific (all income levels)
#F8766D	814700	3.047	9	East Asia & Pacific (all income levels)
#F8766D	816237	3.001	9	East Asia & Pacific (all income levels)
#F8766D	817224	2.954	9	East Asia & Pacific (all income levels)
#F8766D	818995	2.907	9	East Asia & Pacific (all income levels)
#F8766D	822484	2.86	9	East Asia & Pacific (all income levels)
#F8766D	828060	2.816	9	East Asia & Pacific (all income levels)
#F8766D	835392	2.774	9	East Asia & Pacific (all income levels)
#F8766D	843851	2.735	9	East Asia & Pacific (all income levels)
#F8766D	852479	2.7	9	East Asia & Pacific (all income levels)
#F8766D	860559	2.668	9	East Asia & Pacific (all income levels)
#F8766D	867921	2.639	9	East Asia & Pacific (all income levels)
#F8766D	78083	6.508	11	East Asia & Pacific (all income levels)
#F8766D	80706	6.524	11	East Asia & Pacific (all income levels)
#F8766D	83654	6.529	11	East Asia & Pacific (all income levels)
#F8766D	86839	6.518	11	East Asia & Pacific (all income levels)
#F8766D	90132	6.49	11	East Asia & Pacific (all income levels)
#F8766D	93440	6.439	11	East Asia & Pacific (all income levels)
#F8766D	96730	6.357	11	East Asia & Pacific (all income levels)
#F8766D	100031	6.243	11	East Asia & Pacific (all income levels)
#F8766D	103385	6.096	11	East Asia & Pacific (all income levels)
#F8766D	106858	5.921	11	East Asia & Pacific (all income levels)
#F8766D	110496	5.722	11	East Asia & Pacific (all income levels)
#F8766D	114311	5.505	11	East Asia & Pacific (all income levels)
#F8766D	118279	5.279	11	East Asia & Pacific (all income levels)
#F8766D	122355	5.055	11	East Asia & Pacific (all income levels)
#F8766D	126483	4.841	11	East Asia & Pacific (all income levels)
#F8766D	130619	4.643	11	East Asia & Pacific (all income levels)
#F8766D	134743	4.466	11	East Asia & Pacific (all income levels)
#F8766D	138867	4.312	11	East Asia & Pacific (all income levels)
#F8766D	143033	4.177	11	East Asia & Pacific (all income levels)
#F8766D	147299	4.064	11	East Asia & Pacific (all income levels)
#F8766D	151702	3.971	11	East Asia & Pacific (all income levels)
#F8766D	156240	3.897	11	East Asia & Pacific (all income levels)
#F8766D	160883	3.839	11	East Asia & Pacific (all income levels)
#F8766D	165611	3.79	11	East Asia & Pacific (all income levels)
#F8766D	170397	3.745	11	East Asia & Pacific (all income levels)
#F8766D	175208	3.698	11	East Asia & Pacific (all income levels)
#F8766D	180069	3.644	11	East Asia & Pacific (all income levels)
#F8766D	184958	3.581	11	East Asia & Pacific (all income levels)
#F8766D	189742	3.507	11	East Asia & Pacific (all income levels)
#F8766D	194249	3.421	11	East Asia & Pacific (all income levels)
#F8766D	198370	3.324	11	East Asia & Pacific (all income levels)
#F8766D	202020	3.219	11	East Asia & Pacific (all income levels)
#F8766D	205269	3.11	11	East Asia & Pacific (all income levels)
#F8766D	208349	3.003	11	East Asia & Pacific (all income levels)
#F8766D	211584	2.901	11	East Asia & Pacific (all income levels)
#F8766D	215200	2.805	11	East Asia & Pacific (all income levels)
#F8766D	219282	2.718	11	East Asia & Pacific (all income levels)
#F8766D	223734	2.64	11	East Asia & Pacific (all income levels)
#F8766D	228380	2.571	11	East Asia & Pacific (all income levels)
#F8766D	232956	2.509	11	East Asia & Pacific (all income levels)
#F8766D	237267	2.455	11	East Asia & Pacific (all income levels)
#F8766D	241276	2.406	11	East Asia & Pacific (all income levels)
#F8766D	245032	2.363	11	East Asia & Pacific (all income levels)
#F8766D	248536	2.322	11	East Asia & Pacific (all income levels)
#F8766D	251811	2.282	11	East Asia & Pacific (all income levels)
#F8766D	254884	2.245	11	East Asia & Pacific (all income levels)
#F8766D	257731	2.209	11	East Asia & Pacific (all income levels)
#F8766D	260361	2.176	11	East Asia & Pacific (all income levels)
#F8766D	262877	2.145	11	East Asia & Pacific (all income levels)
#F8766D	265412	2.116	11	East Asia & Pacific (all income levels)
#F8766D	268065	2.09	11	East Asia & Pacific (all income levels)
#F8766D	270874	2.065	11	East Asia & Pacific (all income levels)
#F8766D	66741	6.052	13	East Asia & Pacific (all income levels)
#F8766D	68073	6.048	13	East Asia & Pacific (all income levels)
#F8766D	69607	5.984	13	East Asia & Pacific (all income levels)
#F8766D	71289	5.857	13	East Asia & Pacific (all income levels)
#F8766D	73048	5.67	13	East Asia & Pacific (all income levels)
#F8766D	74827	5.439	13	East Asia & Pacific (all income levels)
#F8766D	76611	5.187	13	East Asia & Pacific (all income levels)
#F8766D	78409	4.939	13	East Asia & Pacific (all income levels)
#F8766D	80219	4.716	13	East Asia & Pacific (all income levels)
#F8766D	82042	4.526	13	East Asia & Pacific (all income levels)
#F8766D	83880	4.372	13	East Asia & Pacific (all income levels)
#F8766D	85728	4.248	13	East Asia & Pacific (all income levels)
#F8766D	87585	4.137	13	East Asia & Pacific (all income levels)
#F8766D	89463	4.028	13	East Asia & Pacific (all income levels)
#F8766D	91381	3.917	13	East Asia & Pacific (all income levels)
#F8766D	93354	3.801	13	East Asia & Pacific (all income levels)
#F8766D	95386	3.681	13	East Asia & Pacific (all income levels)
#F8766D	97476	3.561	13	East Asia & Pacific (all income levels)
#F8766D	99628	3.447	13	East Asia & Pacific (all income levels)
#F8766D	101846	3.34	13	East Asia & Pacific (all income levels)
#F8766D	104131	3.247	13	East Asia & Pacific (all income levels)
#F8766D	106486	3.173	13	East Asia & Pacific (all income levels)
#F8766D	108911	3.12	13	East Asia & Pacific (all income levels)
#F8766D	111405	3.088	13	East Asia & Pacific (all income levels)
#F8766D	113961	3.076	13	East Asia & Pacific (all income levels)
#F8766D	116576	3.079	13	East Asia & Pacific (all income levels)
#F8766D	119232	3.092	13	East Asia & Pacific (all income levels)
#F8766D	121924	3.108	13	East Asia & Pacific (all income levels)
#F8766D	124677	3.122	13	East Asia & Pacific (all income levels)
#F8766D	127525	3.13	13	East Asia & Pacific (all income levels)
#F8766D	130482	3.131	13	East Asia & Pacific (all income levels)
#F8766D	133553	3.124	13	East Asia & Pacific (all income levels)
#F8766D	136696	3.114	13	East Asia & Pacific (all income levels)
#F8766D	139820	3.101	13	East Asia & Pacific (all income levels)
#F8766D	142806	3.086	13	East Asia & Pacific (all income levels)
#F8766D	145562	3.067	13	East Asia & Pacific (all income levels)
#F8766D	148060	3.042	13	East Asia & Pacific (all income levels)
#F8766D	150306	3.01	13	East Asia & Pacific (all income levels)
#F8766D	152275	2.972	13	East Asia & Pacific (all income levels)
#F8766D	153951	2.927	13	East Asia & Pacific (all income levels)
#F8766D	155328	2.878	13	East Asia & Pacific (all income levels)
#F8766D	156417	2.825	13	East Asia & Pacific (all income levels)
#F8766D	157241	2.772	13	East Asia & Pacific (all income levels)
#F8766D	157823	2.721	13	East Asia & Pacific (all income levels)
#F8766D	158194	2.673	13	East Asia & Pacific (all income levels)
#F8766D	158310	2.524	13	East Asia & Pacific (all income levels)
#F8766D	158331	2.556	13	East Asia & Pacific (all income levels)
#F8766D	158401	2.63	13	East Asia & Pacific (all income levels)
#F8766D	158429	2.591	13	East Asia & Pacific (all income levels)
#F8766D	158621	2.496	13	East Asia & Pacific (all income levels)
#F8766D	159440	2.47	13	East Asia & Pacific (all income levels)
#F8766D	160858	2.446	13	East Asia & Pacific (all income levels)
#F8766D	3075605	5.162	15	East Asia & Pacific (all income levels)
#F8766D	3168100	5.213	15	East Asia & Pacific (all income levels)
#F8766D	3305200	5.18	15	East Asia & Pacific (all income levels)
#F8766D	3420900	5.051	15	East Asia & Pacific (all income levels)
#F8766D	3504600	4.833	15	East Asia & Pacific (all income levels)
#F8766D	3597900	4.551	15	East Asia & Pacific (all income levels)
#F8766D	3629900	4.246	15	East Asia & Pacific (all income levels)
#F8766D	3722800	3.959	15	East Asia & Pacific (all income levels)
#F8766D	3802700	3.722	15	East Asia & Pacific (all income levels)
#F8766D	3863900	3.545	15	East Asia & Pacific (all income levels)
#F8766D	3959000	3.421	15	East Asia & Pacific (all income levels)
#F8766D	4045300	3.459	15	East Asia & Pacific (all income levels)
#F8766D	4123600	3.315	15	East Asia & Pacific (all income levels)
#F8766D	4241600	3.177	15	East Asia & Pacific (all income levels)
#F8766D	4334200	2.967	15	East Asia & Pacific (all income levels)
#F8766D	4461600	2.666	15	East Asia & Pacific (all income levels)
#F8766D	4518000	2.48	15	East Asia & Pacific (all income levels)
#F8766D	4583700	2.376	15	East Asia & Pacific (all income levels)
#F8766D	4667500	2.272	15	East Asia & Pacific (all income levels)
#F8766D	4929700	2.12	15	East Asia & Pacific (all income levels)
#F8766D	5063100	2.047	15	East Asia & Pacific (all income levels)
#F8766D	5183400	1.933	15	East Asia & Pacific (all income levels)
#F8766D	5264500	1.86	15	East Asia & Pacific (all income levels)
#F8766D	5345100	1.722	15	East Asia & Pacific (all income levels)
#F8766D	5397900	1.559	15	East Asia & Pacific (all income levels)
#F8766D	5456200	1.491	15	East Asia & Pacific (all income levels)
#F8766D	5524600	1.367	15	East Asia & Pacific (all income levels)
#F8766D	5590500	1.311	15	East Asia & Pacific (all income levels)
#F8766D	5627600	1.4	15	East Asia & Pacific (all income levels)
#F8766D	5686200	1.296	15	East Asia & Pacific (all income levels)
#F8766D	5704500	1.272	15	East Asia & Pacific (all income levels)
#F8766D	5752000	1.281	15	East Asia & Pacific (all income levels)
#F8766D	5800500	1.347	15	East Asia & Pacific (all income levels)
#F8766D	5901000	1.342	15	East Asia & Pacific (all income levels)
#F8766D	6035400	1.355	15	East Asia & Pacific (all income levels)
#F8766D	6156100	1.295	15	East Asia & Pacific (all income levels)
#F8766D	6435500	1.191	15	East Asia & Pacific (all income levels)
#F8766D	6489300	1.127	15	East Asia & Pacific (all income levels)
#F8766D	6543700	1.017	15	East Asia & Pacific (all income levels)
#F8766D	6606500	0.982	15	East Asia & Pacific (all income levels)
#F8766D	6665000	1.035	15	East Asia & Pacific (all income levels)
#F8766D	6714300	0.932	15	East Asia & Pacific (all income levels)
#F8766D	6730800	0.901	15	East Asia & Pacific (all income levels)
#F8766D	6744100	0.939	15	East Asia & Pacific (all income levels)
#F8766D	6783500	0.927	15	East Asia & Pacific (all income levels)
#F8766D	6813200	0.966	15	East Asia & Pacific (all income levels)
#F8766D	6857100	0.984	15	East Asia & Pacific (all income levels)
#F8766D	6916300	1.028	15	East Asia & Pacific (all income levels)
#F8766D	6957800	1.064	15	East Asia & Pacific (all income levels)
#F8766D	6972800	1.055	15	East Asia & Pacific (all income levels)
#F8766D	7024200	1.127	15	East Asia & Pacific (all income levels)
#F8766D	7071600	1.204	15	East Asia & Pacific (all income levels)
#F8766D	88692697	5.666	17	East Asia & Pacific (all income levels)
#F8766D	90860197	5.656	17	East Asia & Pacific (all income levels)
#F8766D	93101152	5.645	17	East Asia & Pacific (all income levels)
#F8766D	95420835	5.634	17	East Asia & Pacific (all income levels)
#F8766D	97828538	5.623	17	East Asia & Pacific (all income levels)
#F8766D	100329810	5.612	17	East Asia & Pacific (all income levels)
#F8766D	102924506	5.599	17	East Asia & Pacific (all income levels)
#F8766D	105605766	5.582	17	East Asia & Pacific (all income levels)
#F8766D	108364330	5.556	17	East Asia & Pacific (all income levels)
#F8766D	111187930	5.521	17	East Asia & Pacific (all income levels)
#F8766D	114066887	5.474	17	East Asia & Pacific (all income levels)
#F8766D	116996006	5.413	17	East Asia & Pacific (all income levels)
#F8766D	119974444	5.338	17	East Asia & Pacific (all income levels)
#F8766D	123002081	5.251	17	East Asia & Pacific (all income levels)
#F8766D	126080548	5.152	17	East Asia & Pacific (all income levels)
#F8766D	129210098	5.043	17	East Asia & Pacific (all income levels)
#F8766D	132385413	4.927	17	East Asia & Pacific (all income levels)
#F8766D	135601258	4.806	17	East Asia & Pacific (all income levels)
#F8766D	138857752	4.682	17	East Asia & Pacific (all income levels)
#F8766D	142156086	4.557	17	East Asia & Pacific (all income levels)
#F8766D	145494452	4.43	17	East Asia & Pacific (all income levels)
#F8766D	148872395	4.301	17	East Asia & Pacific (all income levels)
#F8766D	152280731	4.167	17	East Asia & Pacific (all income levels)
#F8766D	155698247	4.028	17	East Asia & Pacific (all income levels)
#F8766D	159097735	3.887	17	East Asia & Pacific (all income levels)
